DATE,Tavg_mean,Havg_mean,Vdef_mean,Hdeg_mean,Cdeg_mean,Wspd_mean,Atot_mean,Rain_sum,Savg_mean,Bavg_mean,Tr05_mean,Tr25_mean,Tr60_mean,MODIS_EVI
3/6/2005,52.08038703,55.89199838,7.08,12.855,0.13125,12.8751575,18.09096931,0,50.28421189,53.61741749,1.74335,1.54481875,1.549194563,0.212
3/14/2005,47.40125,67.05,4.5525,17.2825,0,11.08375,15.7125,0.49,48.585,49.7325,1.6833625,1.5181,1.4408625,0.158
3/22/2005,49.85571429,69.51428571,4.932857143,14.1,0,14.27571429,14.67285714,0,49.57,50.80714286,1.934185714,1.5243,1.440742857,0.245
3/30/2005,57.695,56.92875,8.41125,7.6875,0.09,15.75625,20.04110965,0.3,54.545,58.63125,2.3588,1.542425,1.4474875,0.2
4/7/2005,57.98,65.425,6.94375,7.41,0.57125,13.6575,22.68125,0,56.98625,61.05875,2.5897125,1.8234625,1.45925,0.242
4/15/2005,64.75625,67.05,7.9025,2.195,2.0475,14.91125,21.66125,0,61.23875,66.62125,3.0786875,2.0251375,1.665475,0.401
4/23/2005,52.89875,62.07625,6.475,12.6875,0,10.7125,22.87375,0.02,59.46625,62.2325,3.37325,2.20555,2.1883125,0.361
5/9/2005,68.01125,73.0925,7.31125,1.35625,4.1975,12.58625,21.41625,1.47,65.79875,68.6725,2.27295,2.4828125,2.701475,0.415
5/17/2005,76.6625,67,12.46125,0,12.0625,11.59125,25.65125,0.04,69.22875,76.4025,2.414775,2.6477875,2.944925,0.534
6/2/2005,76.7025,73.085,9.5675,0,11.49375,14.11375,21.9225,0.36,70.63,76.585,2.4957875,3.3132625,3.3593625,0.629
6/10/2005,67.98991109,73.30974515,7.33375,1.695,5.5325,10.3292225,19.85068862,3.11,66.32013567,69.21300123,1.657575,1.89696875,2.087908688,0.539
6/18/2005,77.165,67.6825,12.32875,0,11.86,9.0625,28.01625,0,72.32,80.54625,1.7542625,1.58435,1.5742625,0.499
6/26/2005,80.32875,61.12625,16.09375,0,14.6075,11.44875,26.47375,0.1,73.70375,84.59125,2.49785,2.00125,1.92435,0.507
7/4/2005,75.825,74.02,9.6525,0,10.66875,6.92125,25.13625,1.22,73.38125,80.52,1.837475,2.225475,2.426875,0.57
7/12/2005,79.19,73.23875,11.005,0,14.76,8.00125,25.89375,1.64,75.15,82.77875,1.7404125,2.21045,2.657525,0.573
7/20/2005,81.35,59.10625,17.13625,0,15.9875,12.145,24.8425,0,76.06,86.69625,2.57665,2.389425,3.088675,0.6
7/28/2005,77.5975,57.565,17.385,0,11.76375,6.915,23.90235965,0.06,73.7375,83.4875,3.4125625,3.3479125,3.465125,0.523
8/5/2005,77.81,71.215,11.35375,0,14.13,8.00125,19.83971931,0.5,76.5975,81.9825,2.8619625,3.616875,3.5318,0.47
8/13/2005,76.9325,80.265,8.07625,0,13.34,9.03375,16.455,2.82,75.9225,77.2675,1.73545,3.4942875,3.485675,0.484
8/21/2005,78.645,77.125,9.33125,0,14.55375,7.24875,20.5525,2.36,78.0375,79.8025,1.6364,1.6218125,3.4229,0.481
8/29/2005,74.95,68.47125,11.87625,0,10.62,6.86375,22.68875,0,75.85875,80.46875,2.386925,1.8844375,3.2638125,0.43
9/6/2005,76.25625,63.37125,13.18,0,11.76375,10.745,19.12875,0.17,74.405,78.9475,3.23295,2.2117875,3.1748625,0.414
9/14/2005,73.32875,75.525,9.01,0.51,9.62875,8.68375,18.01,3.09,72.9425,73.88375,1.6246,1.6917875,1.7601125,0.383
9/22/2005,71.8425,68.675,10.45,0.7825,8.24125,8.04,19.48625,0,73.555,77.235,2.1282875,1.761525,1.60795,0.343
9/30/2005,67.1125,73.09,6.9,3.62875,6.75,12.35875,13.44375,1.29,70.7775,68.8575,1.74235,1.9958375,1.8208125,0.36
10/8/2005,60.09375,72.40625,6.53125,4.0925,0.55,6.1075,14.825,0.09,64.54125,62.425,1.7637875,2.044075,2.0052,0.335
10/16/2005,60.89625,68.51,7.72125,5.985,2.68,8.56875,14.91110965,0,65.35125,66.33375,2.0810625,2.04761875,2.170932063,0.272
10/24/2005,51.9725,62.89375,6.3525,11.815,0,9.48375,13.91125,0.22,58.6425,57.76875,2.2639875,2.14585,2.2152875,0.232
11/1/2005,61.55625,54.42375,10.41125,5.2175,1.9125,11.6875,15.02485965,0,59.52125,60.42,2.1292875,2.1700125,2.2505125,0.211
11/9/2005,52.95577406,59.50274676,6.58,12.05125,0,11.880315,14.30721931,0,58.50217378,58.44116749,2.277875,2.081125,2.276839125,0.203
11/17/2005,43.99,56.13125,5.71875,20.4675,0,7.62375,11.325,0,51.0525,48.72875,2.6448,2.2395875,2.295925,0.201
11/25/2005,41.3425,60.32,4.2275,24.39,0,14.1,10.69875,0,49.815,47.4,2.7693625,2.2691875,2.306675,0.202
12/3/2005,24.64625,62.64625,2.17375,39.44125,0,10.50375,11.0525,0,41.7875,36.275,2.91755,2.3183,2.334625,0.214
12/11/2005,37.20875,60.7825,3.72125,27.4875,0,9.11125,7.92,0.09,42.7175,39.72375,2.896325,2.3503375,2.3550875,0.204
12/19/2005,40.135,72.31875,3.5825,24.1925,0,8.68625,8.94375,0.14,42.94,40.51875,2.24775,2.3699,2.3616375,0.212
12/27/2005,48.76,45.842,7.47,16.718,0,11.336,10.52,0,46.53,47.058,2.42216,2.37162,2.3556,0.192
1/1/2006,50.775,42.42875,9.015,14.5425,0,11.175,11.31375,0,47.80875,48.6575,2.5427375,2.3768375,2.3552,0.18
1/9/2006,43.6825,54.155,5.7675,20.47125,0,12.97875,10.4225,0.19,45.1175,44.12,2.6214,2.39025,2.358875,0.197
1/17/2006,41.6225,54.4225,5.42125,22.97875,0,8.21875,12.96110965,0.02,45.1675,44.51,2.6629875,2.395325,2.362975,0.187
1/25/2006,46.98625,51.73875,6.2625,17.73,0,10.745,11.91875,0.13,46.83625,47.27875,2.7329875,2.3950875,2.3669625,0.178
2/2/2006,42.13038703,54.18574838,5.09125,22.9925,0,9.392657501,15.67846931,0,48.01921189,47.91808374,2.6747875,2.31665625,2.359082063,0.199
2/10/2006,38.4175,43.725,5.4875,27.35125,0,13.94375,15.7875,0,44.93125,43.8975,2.9382875,2.4149,2.376125,0.175
2/26/2006,56.115,47.3,10.155,9.52,0.90625,10.8725,16.32875,0.03,51.2475,54.61875,2.34665,2.4134375,2.3797125,0.195
3/6/2006,59.71875,48.06,11.19375,7.13375,1.99625,12.6575,16.67,0.03,55.8625,59.15125,2.50175,2.3759625,2.3548875,0.175
4/15/2006,68.46375,38.99,17.75375,1.56125,4.995,10.25125,25.33625,0,65.315,70.75125,3.0492625,2.0438375,1.9963625,0.249
4/23/2006,62.655,66.19125,8.2425,4.57375,2.68625,12.43125,20.0975,1.93,64.095,64.97,2.2889375,2.498125,2.00595,0.317
5/9/2006,63.14625,62.27625,9.2725,3.67375,1.15875,9.9925,25.58610965,1.07,65.6,66.2825,1.7488875,1.5963125,1.567175,0.381
5/17/2006,77.18375,52.105,17.89625,0,12.1075,10.6325,27.2425,0,70.74,62.3378362,2.6858875,1.871225,1.56,0.44
5/25/2006,78.33875,63.7075,13.64625,0,13.52125,13.285,24.25610965,0.63,74.845,61.21466995,3.0150375,2.525525,1.8425375,0.479
6/2/2006,77.8325,55.88875,17.4625,0,11.9,9.21375,28.46125,0.01,74.89875,61.21466995,3.0563125,3.2529375,2.3968125,0.451
6/10/2006,79.16625,54.535,18.40125,0,14.37375,12.79,23.40110965,1.69,76.12875,61.21466995,3.397775,3.6945875,3.0027875,0.394
6/18/2006,76.52875,67.51625,12.1075,0,11.37875,9.79625,25.015,0.32,75.63125,61.21466995,1.950475,3.3294375,3.3646375,0.484
6/26/2006,77.4375,48.07875,19.8075,0,11.59875,8.66875,27.81625,0,75.2175,61.21466995,2.8801375,3.3755875,3.443975,0.368
7/12/2006,87.04375,50.30625,25.1675,0,21.7975,8.59875,27.7225,0,79.7975,61.21466995,2.665025,3.165925,3.567375,0.39
7/20/2006,83.59625,48.87,23.46875,0,18.5125,10.80875,26.58875,0,80.55,61.21466995,3.6804625,3.7674875,3.649025,0.336
7/28/2006,86.30125,49.2075,24.40625,0,22.33375,12.68625,25.08,0.21,81.445,61.21466995,3.6486375,3.8447,3.71795,0.328
8/5/2006,87.48125,46.18125,27.59125,0,22.53875,9.66,24.69625,0,82.1625,61.21466995,3.7228,3.86425,3.7433875,0.296
8/13/2006,82.2775,62.58875,17.23625,0,19.3075,8.595,22.3675,1.74,80.44625,61.21466995,2.195525,3.7975125,3.7490125,0.303
8/21/2006,79.67625,70.16625,13.2175,0,16.135,7.73,18.18625,2.1,78.87,61.21466995,2.05235,3.44485,3.73,0.289
8/29/2006,70.54625,72.98625,8.5325,0,5.94,7.4875,17.5475,0.56,73.5,61.21466995,1.6774625,2.1697625,3.7161875,0.314
9/6/2006,69.0775,67.535,9.84375,0.15625,4.92875,6.95375,19.97625,0.08,70.395,61.21466995,2.1618625,2.4381375,3.7125125,0.385
9/14/2006,68.66875,61.905,11.07125,0.96125,5.11875,13.0125,17.51360965,0.74,68.90375,61.21466995,2.4809,3.4108125,3.7083875,0.329
9/22/2006,64.8525,51.38375,12.6575,2.0625,1.66125,10.235,20.71875,0.01,65.955,61.21466995,3.34005,3.7610625,3.7108375,0.338
9/30/2006,72.31875,59.68625,13.02125,0,8.33375,10.6075,18.25875,0,70.1025,61.21466995,3.7480875,3.8842125,3.74185,0.269
10/8/2006,56.63125,70.5775,5.82625,8.34125,0.125,8.36125,11.49875,2.22,62.725,61.21466995,3.0554,3.881125,3.7583,0.233
10/16/2006,51.90625,72.11875,4.43,12.14625,0.0725,10.27,13.93125,0.18,58.455,61.21466995,1.712275,2.0639375,3.760875,0.207
10/24/2006,57.31038703,56.94824838,8.4725,7.83125,0.35375,13.3514075,14.76235965,0.01,58.22296189,59.96616749,2.0501,2.07498125,3.574569563,0.219
11/1/2006,50.605,65.71,5.39625,13.63375,0.03875,8.95375,11.72375,0.68,54.0475,53.65625,1.9996,2.1773625,3.7539375,0.2
11/9/2006,47.52375,73.27,3.66625,17.3075,0.145,12.41375,11.44625,0.29,53.7,51.31875,1.7997,2.0766875,3.747925,0.222
11/17/2006,47.59625,64.99375,5.1675,15.61,0,9.3925,12.75,0,49.28875,48.53125,1.8575375,2.0465875,3.7504625,0.16
12/3/2006,34.3425,66.32875,2.71375,30.07375,0,12.4725,11.61375,0.02,41.165,37.38875,1.5952125,1.7730375,3.75185,0.15
12/11/2006,46.42875,67.95125,4.485,16.9,0,9.68625,9.4625,0,45.94375,46.055,1.7506375,1.707625,3.7573,0.157
12/19/2006,36.3975,80.45875,1.6375,27.6225,0,9.60125,8.67,1.38,43.52875,40.7175,1.5923375,1.666325,3.747175,0.144
1/1/2007,37.53,74.39875,2.37625,26.17,0,9.615,9.01625,0.01,42.71,40.30125,1.61625,1.628075,3.6986875,0.152
1/9/2007,30.15625,78.33,2.055,32.44,0,13.89375,7.22,0,40.245,37.14875,1.77845,1.65325,3.6367875,0.128
1/25/2007,32.075,79.1925,1.6825,33.15375,0,8.625,9.43,0.17,37.0175,35.38125,1.5767875,1.61185,1.5857875,0.167
2/2/2007,31.68,75.125,2.1125,32.3575,0,9.11875,10.79125,0.03,36.97625,35.3425,1.707575,1.60125,1.5664125,0.135
2/10/2007,29.4325,82.88,1.14625,36.4775,0,13.70875,8.55,0.33,37.34,35.45375,1.6717625,1.601925,1.5541,0.147
2/18/2007,50.33875,58.6925,6.39875,14.525,0,13.83625,15.99125,0.25,43.2925,45.92,1.6305875,1.5996375,1.545525,0.123
2/26/2007,45.20375,48.25625,6.93,20.1,0,11.59875,19.00625,0,44.61375,47.13625,1.7822375,1.6001625,1.536575,0.138
3/14/2007,58.54125,76.45125,4.65875,6.325,1.25625,13.72375,14.3525,0,54.20625,56.72,1.6991625,1.598125,1.5179,0.184
3/30/2007,53.31125,73.11125,4.57,11.9025,0.0725,12.22125,16.64375,1.47,57.26875,55.61875,1.5366625,1.55375,1.48425,0.273
4/7/2007,43.5925,72.93,3.0825,20.99375,0,11.315,14.48360965,1.21,50.3225,48.64,1.7026625,1.5485875,1.4757375,0.326
4/15/2007,59.385,73.9975,6.0025,6.845,1,12.1025,21.745,0.91,55.3825,58.09875,1.5559125,1.5418375,1.467625,0.24
4/23/2007,61.59375,77.88625,5.015,3.94625,0.43875,9.9975,16.43875,0.84,59.85,61.56125,1.601875,1.5315875,1.4547625,0.4
5/1/2007,68.935,87.03125,3.7475,0,4.98625,11.14125,14.935,7.82,64.9275,68.4175,1.560325,1.527675,1.4502375,0.469
5/9/2007,67.3675,79.17625,5.98875,1.16875,3.56125,7.10125,20.28360965,0.48,65.87625,69.89125,1.462625,1.5088875,1.4418625,0.552
5/17/2007,65.83,77.34125,5.83625,1.3475,2.73375,12.245,17.16485965,1.17,64.245,66.7375,1.536625,1.5060125,1.4410375,0.431
6/2/2007,72.45875,68.4125,10.28625,0,7.17875,10.59,25.43125,0,67.68375,73.3025,1.487725,1.4935,1.4379875,0.598
6/10/2007,73.78,83.71375,5.63125,0,9.975,8.88875,18.195,2.11,70.43,75.25375,1.5459,1.4967,1.4378,0.563
7/4/2007,76.25875,79.47,7.99125,0,12.3925,6.4425,21.82875,0.58,72.515,78.2375,1.4255,1.4816125,1.4325875,0.512
7/12/2007,76.8625,76.62125,9.26875,0,12.47625,7.985,22.25860965,2.65,72.5925,77.65625,1.4173,1.4744,1.4325875,0.508
7/20/2007,77.0025,76.64125,8.965,0,12.4125,7.8625,23.83625,0.17,76.03125,78.0975,1.4796,1.473725,1.4341375,0.576
8/5/2007,83.51375,63.58,16.6,0,18.3375,11.56,25.82875,0,78.06,86.19875,2.1843625,2.0053125,1.603275,0.537
8/13/2007,81.17875,69.93875,13.66,0,16.6625,9.38875,19.88625,8.57,77.50875,84.8525,2.3257625,2.1262,2.175,0.458
8/21/2007,79.25625,75.78125,9.625,0,15.12375,10.5425,20.25375,0.97,77.19125,79.38875,1.4668875,1.58545,1.5653875,0.522
8/29/2007,73.45,77.62,8.09625,0,9.025,5.75875,18.86625,0.14,75.6025,77.6975,1.6745125,1.56385,1.5463875,0.463
9/6/2007,71.0025,80.85375,6.01375,0.9875,7.74625,7.98,16.0425,0.35,74.28625,75.5,1.8882,1.7463625,1.6219125,0.419
9/14/2007,73.11875,73.64125,8.8975,0.60375,9.4075,10.16,16.51375,0.03,71.815,74.23,2.1702875,1.998075,2.08805,0.48
9/22/2007,72.025,75.09125,8.0425,0,7.825,8.9325,15.55360965,0.83,72.315,74.7375,2.00995,2.1665875,2.379725,0.353
9/30/2007,74.08625,72.7125,9.22625,0,9.765,11.13875,15.1875,0.01,71.7,73.67375,2.2163375,2.250025,2.4105125,0.336
10/8/2007,63.4175,73.14125,7.13,2.68875,1.56125,9.42,15.6175,1.95,67.42625,66.1775,1.805625,2.194625,2.4602375,0.326
10/16/2007,59.33875,67.4525,7.4075,6.61125,0.9775,13.10875,13.82375,2.77,63.0925,59.035,1.5547,1.6020875,2.2796,0.291
10/24/2007,51.24625,70.7,5.005,12.895,0,8.63875,15.27610965,0,58.1125,53.2375,1.59965,1.5853625,1.5881375,0.271
11/1/2007,50.13875,64.87875,5.65125,14.2925,0,7.60625,14.245,0,55.965,53.19,1.7836375,1.598175,1.5790125,0.228
11/9/2007,56.25625,63.0675,6.4175,9.22375,0.45,11.18625,11.82125,0,56.8525,57.15375,1.9428375,1.6291375,1.5835625,0.216
11/17/2007,45.8575,72.62625,4.05,19.17375,0,9.49625,9.41125,0,53.72125,51.39625,2.1103625,1.70405,1.59205,0.202
11/25/2007,44.28375,73.5675,2.91875,22.0725,0,11.155,7.95375,0.11,49.79625,47.095,2.1459375,1.8099125,1.6102375,0.214
12/3/2007,36.525,79.04,2.34375,28.715,0,9.437972503,6.035,0.03,47.23,42.07,2.1156125,1.8497625,1.62685,0.179
12/19/2007,37.36125,73.0725,2.91125,26.45875,0,10.311565,8.65,0.08,42.82125,38.84375,1.528625,1.591075,1.5638125,0.175
1/9/2008,39.34375,67.95875,3.51875,25.56875,0,10.54,11.08985965,0.1,42.59625,39.87375,1.5430125,1.5467375,1.5158625,0.19
1/17/2008,26.2225,65.26625,2.045,38.3175,0,10.855,10.945,0,37.68125,32.9975,1.5592375,1.5329125,1.5040625,0.173
2/2/2008,41.8625,61.1825,4.91375,22.30375,0,10.785,13.20110965,0.55,41.43875,41.31625,1.5857625,1.52535,1.4909875,0.188
2/10/2008,35.18875,71.4925,2.6925,29.57625,0,12.9476575,10.18,2.34,40.2875,38.2475,1.576925,1.5198375,1.47635,0.187
2/18/2008,36.99125,75.855,2.555,26.4925,0,11.13875,11.20625,0.03,40.01125,39.77875,1.521225,1.5098375,1.465775,0.18
3/21/2008,53.07375,61.66125,6.40875,12.0725,0.18,14.0525,20.15125,0,49.9775,51.73,1.47715,1.4932625,1.458225,0.22
4/14/2008,59.87,60.14375,8.655,5.9775,1.095,15.31625,21.83985965,0,54.86375,56.34,1.446375,1.4866375,1.4556875,0.234
4/22/2008,61.4075,65.73875,7.805,5.73,0.84,12.67,21.965,0.23,59.5825,61.285,1.57145,1.486225,1.456075,0.288
4/30/2008,63.3175,63.29625,8.35625,3.83,1.96375,14.36125,22.79125,3.09,60.81625,66.23625,2.2026375,1.49255,1.4558875,0.348
5/8/2008,62.25,68.955,7.0275,2.98875,0.71125,13.16625,24.48625,0.6,62.6875,63.7025,1.48485,1.4912625,1.4485625,0.398
5/16/2008,70.325,64.75125,10.945,0.46125,5.06,11.35125,26.12625,0.02,65.74375,70.1825,1.793025,1.490375,1.4512375,0.403
5/24/2008,77.13375,73.46125,9.49625,0,12.3175,13.41,23.6675,2,71.1775,77.5325,1.826075,1.6185125,1.449425,0.48
6/1/2008,80.13,66.11875,13.23125,0,14.68,19.82875,23.52110965,0.04,72.92875,80.3875,2.137725,1.807425,1.5694375,0.488
6/9/2008,75.51,76.03,8.62875,0,10.25375,13.935,22.79125,2.73,72.5125,76.3525,1.542575,1.611075,1.59585,0.501
6/17/2008,75.69,69.09375,11.49375,0,11.0275,7.97375,23.35625,0.85,72.85,78.53375,1.7162125,1.5838625,1.5643375,0.498
6/25/2008,78.2675,62.53125,14.31875,0,12.5425,11.56,24.1075,0.13,73.25875,81.77,2.4086,1.92,1.95385,0.551
7/3/2008,78.785,68.71625,12.50875,0,13.68125,9.4775,22.47235965,0.25,74.58125,83.5775,2.9651375,2.3570875,2.4072,0.477
7/11/2008,78.36125,71.0575,11.5575,0,13.5775,10.13125,21.40125,0.67,76.3825,80.73,2.05655,2.4644375,2.4334625,0.499
7/19/2008,83.32,55.14,20.29125,0,17.8975,9.5225,26.85875,0,78.915,87.27375,2.136525,2.51525,2.569175,0.467
7/27/2008,83.22375,59.57,19.03375,0,17.60375,8.73375,21.90125,0.49,79.14625,84.99875,2.2539375,2.62175,2.78865,0.427
8/4/2008,80.635,68.32375,14.3575,0,16.13875,7.87375,18.6125,2.96,78.79125,83.3225,2.1625875,2.7646625,3.058125,0.377
8/12/2008,71.475,82.96375,5.81,0,7.0125,6.61125,14.49375,5.27,75.2825,74.865,1.6576,1.653875,2.8593875,0.378
8/20/2008,76.06,77.98375,8.4325,0,11.86,6.83625,20.285,0.02,74.54625,77.40375,1.5647,1.5927375,1.574825,0.51
8/28/2008,74.25625,77.7525,8.0225,0.51625,10.76125,10.3175,17.57485965,1.19,75.6675,78.07125,1.6676375,1.6627,1.5632625,0.421
9/5/2008,70.84875,84.69625,4.8,0.0575,6.61625,8.525,16.95887724,0.88,72.73625,73.2925,1.6621875,1.6845125,1.682375,0.559
9/13/2008,64.27,73.65875,6.9325,2.18375,0.91125,6.9025,16.95887724,0,69.46375,69.31,1.7567625,1.67,1.86695,0.424
9/21/2008,68.97663703,70.08949838,9.20125,0.565,5.845,7.905157501,18.66318862,0.01,68.84671189,72.24308374,2.22115,2.00499375,2.214519563,0.407
9/29/2008,66.48125,63.26625,9.915,1.3125,3.1625,10.38375,17.91,0.89,68.30625,70.67625,2.317975,2.15145,2.2808875,0.357
10/7/2008,63.72875,73.21375,6.8775,3.1425,2.16625,13.62375,14.9475,1,65.08875,64.6875,1.6102375,2.0878625,2.3036625,0.318
10/15/2008,55.97875,77.61875,4.54125,8.61375,0,9.98125,13.5925,0.42,59.865,57.70875,1.531075,1.604925,2.279,0.287
10/23/2008,49.0125,61.2225,5.9225,15.36875,0,9.42,15.99110965,0,53.9475,51.22375,1.568925,1.5850625,2.2622625,0.279
11/8/2008,46.785,69.81,3.7925,18.24875,0,10.905,11.4625,0.08,52.32375,50.5475,1.69845,1.6121125,2.12375,0.211
11/16/2008,43.95875,60.4525,5.0875,20.385,0,11.7375,12.84125,0,48.895,47.47375,2.0308125,1.6477875,2.058,0.208
11/24/2008,42.54,62.0925,4.23,21.75375,0,10.87375,11.3275,0.2,47.54375,46.02125,2.0401,1.7632125,2.0185375,0.208
12/10/2008,32.62875,69.0225,2.7475,31.80625,0,13.2575,8.495,0,41.73375,38.53,2.2724625,1.902175,1.990025,0.196
12/26/2008,44.32333333,59.92833333,4.778333333,18.33833333,0,12.73166667,10.83166667,0.64,44.25666667,43.34166667,1.78785,1.875016667,1.95915,0.176
1/9/2009,33.16625,53.49,3.9775,31.6275,0,12.82625,11.4075,0,39.76625,38.79125,2.029875,1.808775,1.8626875,0.153
1/25/2009,31.49125,64.9875,3.32875,33.76625,0,11.1204725,10.11625,0.27,37.1325,35.1,2.058875,1.881825,1.8689875,0.171
2/18/2009,44.74,50.91,5.92125,19.9175,0,11.5375,17.2525,0,45.55625,47.47375,1.6769,1.6015375,1.58025,0.183
2/26/2009,45.21875,53.855,6.295,19.3925,0.85375,15.495,16.08,0.01,45.765,47.56625,1.9190125,1.602625,1.5685125,0.227
3/6/2009,49.88125,67.94375,5.30875,15.84,0.22375,13.8664075,11.805,1.39,50.76375,51.96375,1.816625,1.6057,1.5495625,0.202
3/14/2009,55.7525,66.72875,6.6775,7.9075,0.22,12.0175,18.25875,0.02,52.51125,54.29125,1.57355,1.581375,1.5342125,0.192
3/22/2009,48.7825,72.97,4.38625,16.295,0.30375,15.6475,13.235,2.49,51.23375,50.71,1.58255,1.5624,1.5173625,0.234
3/30/2009,49.28375,50.38375,7.575,16.26875,0,17.94125,22.46625,0,49.49875,50.52125,1.550525,1.548,1.5001625,0.226
4/7/2009,53.48625,59.14375,7.67,12.10125,0,12.3675,20.78375,0.89,52.47375,55.665,1.67275,1.53825,1.490925,0.223
4/15/2009,59.82875,67.83375,7.4225,5.85125,0.6075,11.81625,18.23610965,0.21,56.63,58.6925,1.5392,1.53025,1.4709625,0.259
5/9/2009,64.06625,77.69875,5.10625,3.29125,2.47875,13.37125,16.1725,1.21,64.1825,64.88375,1.563775,1.50875,1.4464125,0.429
5/17/2009,64.82375,69.47,8.03625,1.91375,1.7075,8.035,27.9875,0.03,64.8675,70.1775,2.070325,1.5356375,1.4467375,0.486
5/25/2009,69.02875,67.20625,10.28375,0.65125,4.60375,8.97125,27.6825,1.11,67.0875,73.03375,1.9651,1.7899125,1.479375,0.416
6/2/2009,72.7075,69.24625,9.96,0.44125,7.5975,11.85875,23.28875,0.34,69.04125,74.8725,2.2297375,2.247125,2.0536375,0.477
6/10/2009,77.35375,72.39875,10.275,0,12.71875,10.5875,21.38221931,0.7,73.5825,78.51,2.085625,2.4463375,2.4859875,0.427
6/18/2009,82.9625,62.955,16.81,0,17.79125,11.2475,27.42875,0.36,77.05375,85.3325,2.419,2.524025,2.52,0.44
6/26/2009,81.69625,56.755,19.62375,0,15.87125,8.52375,27.19,0.19,77.19125,85.895,2.5937875,2.7970875,2.6481875,0.433
7/4/2009,80.97125,61.15125,17.425,0,15.57,11.86625,23.16235965,0.23,77.01,83.62625,2.7949625,3.0766125,2.9686875,0.394
7/12/2009,83.575,50.28125,23.7375,0,17.70125,9.08,27.15375,0.03,80.3575,87.83375,3.214575,3.3458125,3.343125,0.363
7/20/2009,77.77375,64.58,14.48375,0,12.19,9.17,22.91375,0.78,77.61875,82.765,2.4361,3.4884625,3.4614875,0.351
7/28/2009,77.2825,68.94,12.28375,0,12.305,8.78,24.1075,3.03,76.3925,77.97875,1.71475,2.7081125,3.44135,0.342
8/5/2009,80.685,65.64375,14.6,0,16.27,11.53875,24.41,0.18,78.67375,83.6725,1.8771,1.8573625,3.39075,0.396
8/13/2009,78.99625,65.82,13.97625,0,14.0475,12.49625,22.94875,3.4,77.4225,82.15,2.0639,2.19725,3.374225,0.374
8/21/2009,76.315,70.2425,11.3975,0,11.845,8.9425,24.49,0.99,76.78875,79.155,1.6740375,1.7457375,3.350325,0.45
9/6/2009,73.09,81.08,6.76625,0,8.79875,7.39375,13.22125,3.32,73.93,77.355,2.289925,2.164425,3.2837125,0.488
9/22/2009,62.2325,65.47625,8.57,4.5075,1.45875,7.83125,19.34485965,0.14,66.61375,66.4025,1.9288875,1.7685875,3.22495,0.403
9/30/2009,59.07375,71.99,5.76125,7.62,0.32375,11.075,12.70360965,0.48,63.7525,63.65625,1.97735,2.020825,3.1916,0.436
10/16/2009,54.87125,79.47,3.73,9.7375,0.47625,13.90375,13.4125,0.69,58.76625,56.63625,1.5384625,1.5716,1.6383875,0.307
10/24/2009,51.67375,72.85875,4.2125,12.89375,0,12.38875,12.0675,1.39,55.495,52.54625,1.554275,1.555675,1.54215,0.255
11/1/2009,58.00625,69.115,6.26625,6.2225,0.01875,11.21875,14.87125,0,57.84375,55.79625,1.69485,1.5438625,1.5318375,0.266
11/17/2009,45.53375,77.25125,2.83625,18.61,0,9.67,9.11,0.02,53.32875,47.84375,2.010425,1.5549375,1.5196,0.234
11/25/2009,43.35125,67.6575,4.04125,20.37625,0,11.02875,10.2575,0.32,50.5025,45.69875,2.1984375,1.5712875,1.525075,0.203
12/3/2009,26.52625,71.47,1.5975,38.3475,0,11.01625,8.95625,0.03,42.57,35.15875,2.095675,1.61495,1.53605,0.2
12/11/2009,35.39375,70.48625,2.72375,29.55,0,11.98125,9.5275,0,41.52,36.85,2.2099875,1.6791125,1.5488375,0.194
1/17/2010,44.27,80.91,2.55,20.5325,0,10.38125,10.64360965,0.29,49.88638567,43.62,1.571425,1.5754375,1.523775,0.208
2/10/2010,32.82125,72.9175,2.08,30.8,0,10.20375,12.50360965,0.04,59.70369513,36.41625,1.8007125,1.56483125,1.582169563,0.175
3/6/2010,48.55375,79.22375,2.8025,15.775,0,12.56125,12.00875,0.68,47.21875,61.21466995,1.8369,1.5226375,1.4643375,0.216
3/30/2010,65.51125,61.12125,9.49375,2.78375,2.48125,18.5625,21.74235965,0.58,56.8825,61.58425123,1.8369,1.518775,1.4625,0.24
4/7/2010,58.715,66.25375,6.9425,6.85375,0.575,13.65125,23.6475,0,58.11,62.57,1.8369,1.6075,1.464025,0.284
4/23/2010,60.105,65.3975,7.37125,5.76125,0.7625,16.18625,25.11875,0.51,59.12625,62.33,1.852,1.6216375,1.4783875,0.381
5/1/2010,61.84,60.06625,9.18875,5.41375,0.49625,12.225,25.51,0.11,61.0675,66.53,2.5417375,2.0570375,1.7000875,0.438
5/9/2010,61.6125,81.56,4.1175,4.01875,1.37,11.54375,13.0375,1.24,61.26,64.36125,2.5237,2.450525,2.3368875,0.501
5/17/2010,68.98375,79.7675,5.93,0.93375,4.7875,12.36375,23.3525,0.29,65.49375,70.3875,1.944175,2.5744125,2.5404375,0.516
5/25/2010,75.60625,72.335,10.42875,0,10.56625,8.2975,20.12179827,0.57,70.2325,78.74,2.4062125,2.9031125,3.072825,0.589
6/2/2010,79.4325,67.58,12.9475,0,14.285,10.89875,16.95887724,0,73.23,83.34875,3.5190125,3.5373625,3.5425625,0.499
